@id,dc:source,dct:description,op:featureOfInterest,op:objectOfInterest,qudt:generalization,qudt:generalizationOfSystem,qudt:specialization,qudt:unit,rdf:type,rdfs:comment,rdfs:label,rdfs:seeAlso,skos:altLabel,skos:broader,skos:broaderTransitive,skos:changeNote,skos:definition,skos:historyNote,skos:member,skos:narrower,skos:notation,skos:prefLabel,skos:related
<http://registry.it.csiro.au/def/environment/property/ammonia_concentration>,eReefs,'ammonia concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/ammonia>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/ammonia_ammonium_concentration>,<http://qudt.org/vocab/quantity#Concentration>,"","",op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",ammonia concentration,"",'azane concentration'^^xsd:string,<http://registry.it.csiro.au/def/environment/property/ammonia_ammonium_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'ammonia concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/ammonium_as_N_concentration>,eReefs,'ammonium as N concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nitrogen>,<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>,"","","",skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",ammonium as N concentration,"","",<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'ammonium as N concentration'@en,<http://registry.it.csiro.au/def/environment/object/ammonium>
<http://registry.it.csiro.au/def/environment/property/ammonium_concentration>,eReefs,'ammonium (NH4) concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/ammonium>,<http://registry.it.csiro.au/def/environment/property/ammonia_ammonium_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","",op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",ammonium (NH4) concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/ammonia_ammonium_concentration>,"","","","","","","",'ammonium (NH4) concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/anion_concentration>,eReefs,'anion concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/anion>,<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilliEquivalentPerLitre>,qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"",anion concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'anion concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/anthracene_concentration>,eReefs,'anthracene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/anthracene>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>,"",<http://registry.it.csiro.au/def/environment/property/anthracene_d10_concentration>,<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",anthracene concentration,"","",<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/anthracene_d10_concentration>,"",'anthracene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/anthracene_d10_concentration>,eReefs,'anthracene-d10 concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/anthracene_d10>,<http://registry.it.csiro.au/def/environment/property/anthracene_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"",anthracene-d10 concentration,"","'1,2,3,4,5,6,7,8,9,10-decadeuterioanthracene concentration'^^xsd:string",<http://registry.it.csiro.au/def/environment/property/anthracene_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'anthracene-d10 concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/antimony_concentration>,eReefs,'antimony concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/antimony>,<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",antimony concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'antimony concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/arsenic_concentration>,eReefs,'arsenic concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/arsenic>,<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",arsenic concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'arsenic concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/attenuation_coefficient_with_depth>,eReefs,'The attenuation coefficient quantifies the rate at which light is attenuated as a result of all absorbing and scattering components of the water column.'^^xsd:string,"",<http://sweet.jpl.nasa.gov/2.2/matrWater.owl#LiquidWater>,<http://registry.it.csiro.au/def/environment/quantity-kind/Attenuation_coefficient>,"","",<http://http://registry.it.csiro.au/def/environment/unit/Reciprocal_Meter>,skos:Concept|op:ScaledQuantityKind|qudt:OpticsQuantityKind,'The attenuation coefficient quantifies the rate at which light is attenuated as a result of all absorbing and scattering components of the water column.'^^xsd:string,attenuation coefficient with depth,"","",<http://registry.it.csiro.au/def/environment/quantity-kind/Attenuation_coefficient>,"","","","","","","",'attenuation coefficient with depth'@en,""
<http://registry.it.csiro.au/def/environment/property/backscatter_by_non-algal_particles>,eReefs,'backscatter by non-algal particles'@en,"",<http://registry.it.csiro.au/def/environment/object/non-algal_particles>,<http://registry.it.csiro.au/def/environment/quantity-kind/Backscatter>,"","",<http://http://registry.it.csiro.au/def/environment/unit/Reciprocal_Meter>,qudt:OpticsQuantityKind|skos:Concept|op:ScaledQuantityKind,"",backscatter by non-algal particles,"","",<http://registry.it.csiro.au/def/environment/quantity-kind/Backscatter>,"","","","","","","",'backscatter by non-algal particles'@en,""
<http://registry.it.csiro.au/def/environment/property/backscatter_by_particles>,eReefs,'backscatter by particles'@en,"",<http://registry.it.csiro.au/def/environment/object/solids>,<http://registry.it.csiro.au/def/environment/quantity-kind/Backscatter>,"","",<http://http://registry.it.csiro.au/def/environment/unit/Reciprocal_Meter>,qudt:OpticsQuantityKind|op:ScaledQuantityKind|skos:Concept,"",backscatter by particles,"","",<http://registry.it.csiro.au/def/environment/quantity-kind/Backscatter>,"","","","","","","",'backscatter by particles'@en,""
<http://registry.it.csiro.au/def/environment/property/backscatter_by_phytoplankton>,eReefs,'backscatter by phytoplankton'@en,"",<http://registry.it.csiro.au/def/environment/object/phytoplankton>,<http://registry.it.csiro.au/def/environment/quantity-kind/Backscatter>,"","",<http://http://registry.it.csiro.au/def/environment/unit/Reciprocal_Meter>,qudt:OpticsQuantityKind|skos:Concept|op:ScaledQuantityKind,"",backscatter by phytoplankton,"","",<http://registry.it.csiro.au/def/environment/quantity-kind/Backscatter>,"","","","","","","",'backscatter by phytoplankton'@en,""
<http://registry.it.csiro.au/def/environment/property/bacteria_total>,eReefs,'total bacteria in colony forming units'^^xsd:string,"",<http://registry.it.csiro.au/def/environment/object/bacteria>,<http://registry.it.csiro.au/def/environment/quantity-kind/Abundance>|<http://qudt.org/vocab/quantity#MicrobialFormation>,"","",<http://qudt.org/vocab/unit#ColonyFormingUnit>,op:ScaledQuantityKind|skos:Concept|qudt:BiologyQuantityKind,"",total bacteria,"","",<http://qudt.org/vocab/quantity#MicrobialFormation>|<http://registry.it.csiro.au/def/environment/quantity-kind/Abundance>,"","",'total bacteria in colony forming units'^^xsd:string,"","","","",'total bacteria'@en,""
<http://registry.it.csiro.au/def/environment/property/barium_concentration>,eReefs,'barium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/barium>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/alkaline_earth_metal_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",barium concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/alkaline_earth_metal_concentration>,"","","","","","","",'barium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/benz_a_anthracene_concentration>,eReefs,'benz[a]anthracene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/benz_a_anthracene>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",benz[a]anthracene concentration,"","",<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'benz[a]anthracene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/benzene_concentration>,eReefs,'benzene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/benzene>,<http://registry.it.csiro.au/def/environment/property/benzene_toluene_ethylbenzene_xylene_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/monocyclic_aromatic_hydrocarbon_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",benzene concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/monocyclic_aromatic_hydrocarbon_concentration>|<http://registry.it.csiro.au/def/environment/property/benzene_toluene_ethylbenzene_xylene_concentration>,"","","","","","","",'benzene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/benzene_toluene_ethylbenzene_xylene_concentration>,eReefs,"'benzene, toluene, ethylbenzene, xylene concentration'@en","",<http://registry.it.csiro.au/def/environment/object/BTEX>,<http://registry.it.csiro.au/def/environment/property/hydrocarbon_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"",<http://registry.it.csiro.au/def/environment/property/xylene_concentration>|<http://registry.it.csiro.au/def/environment/property/toluene_concentration>|<http://registry.it.csiro.au/def/environment/property/benzene_concentration>|<http://registry.it.csiro.au/def/environment/property/ethylbenzene_concentration>,<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"","benzene, toluene, ethylbenzene, xylene concentration","",'BTEX concentration'^^xsd:string,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/hydrocarbon_concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/benzene_concentration>|<http://registry.it.csiro.au/def/environment/property/xylene_concentration>|<http://registry.it.csiro.au/def/environment/property/ethylbenzene_concentration>|<http://registry.it.csiro.au/def/environment/property/toluene_concentration>,"","'benzene, toluene, ethylbenzene, xylene concentration'@en",""
<http://registry.it.csiro.au/def/environment/property/benzo_a_pyrene_concentration>,eReefs,'benzo[a]pyrene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/benzo_a_pyrene>,<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"",benzo[a]pyrene concentration,"","'3,4-benzopyrene'^^xsd:string",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>,"","","","","","","",'benzo[a]pyrene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/benzo_b_fluoranthene_concentration>,eReefs,'benzo[b]fluoranthene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/benzo_b_fluoranthene>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"",benzo[b]fluoranthene concentration,"","'3,4-benzopyrene concentration'^^xsd:string",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>,"","","","","","","",'benzo[b]fluoranthene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/benzo_ghi_perylene_concentration>,eReefs,'benzo[ghi]perylene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/benzo_ghi_perylene>,<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"",benzo[ghi]perylene concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>,"","","","","","","",'benzo[ghi]perylene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/benzo_k_fluoranthene_concentration>,eReefs,'benzo[k]fluoranthene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/benzo_k_fluoranthene>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",benzo[k]fluoranthene concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>,"","","","","","","",'benzo[k]fluoranthene concentration'@en,""
